engine,cylandr,fuelcomb,out1
4.200587075846653,8,13.612388418220862,314
4.011113628082628,7,12.102407134334664,295
2.858143968891351,5,11.402026696064835,267
2.7566918532438245,5,12.280330533757938,302
3.1156829412701343,6,11.388964319561204,264
2.90266241299216,6,12.621228485842797,281
2.962596875538616,6,11.414155423619011,269
4.005201630820657,9,12.442718875635087,278
3.9560147060772093,8,12.29806551146588,282
3.9733722941384433,9,12.697058174979777,303
2.845143604434461,5,12.645531754024672,294
2.0499109041068957,4,9.109960213286575,211
1.9233319685724302,4,9.055377667245688,217
1.9087058803699484,3,10.378395692805233,241
1.8568969894879122,3,10.532116859643521,237
3.873138874060378,8,13.653678200326388,308
6.0791996054830415,11,15.47336414500298,364
3.917615675331857,9,14.298956734229282,330
6.023848768708628,11,16.530244127277445,382
5.975550114215322,12,16.565072138849125,382
5.93773308983816,11,16.47795551187307,391
6.832777087594089,9,19.07903716218574,439
1.7976115391728127,3,8.269560194800333,188
2.22022590097642,3,8.519846008155227,198
1.9333706052929984,4,8.648674238072035,208
2.1156410137433888,4,6.8493414012532465,188
2.0446406007629014,4,6.377580170271527,181
1.918787086973751,5,8.489639639183512,191
2.026712725489461,3,8.9899991750475,203
2.00151895613401,3,8.979003329665009,209
1.9182939981635996,3,8.706941917310246,217
1.9936312844786548,4,9.084802042024732,205
3.0408576905531364,7,9.358638363956262,221
2.9954210358538784,7,10.143959863603735,221
2.9737070184703986,7,9.973575809312123,227
3.09345282345102,7,10.29184747769275,237
3.1031949699963435,6,9.346763158511468,226
2.1304183171381634,4,8.110949835396388,190
2.076717774261791,5,8.571211826797933,202
1.9663912462950688,5,8.978096860302793,200
3.0316703538786927,5,9.513250366950142,226
3.1705247094166213,5,9.737935352063564,225
3.1187153164802166,5,10.01926338634562,219
2.908084598487736,7,10.576635880390677,230
2.047135427398328,4,8.849022469724897,198
1.9462146150664528,4,9.216009897290167,206
2.9613775696523703,6,7.995862028185654,216
2.995314262427078,7,10.173664740636466,231
3.131112483049762,5,10.681781603846762,247
4.455172037541539,9,12.181739485281904,281
4.518421955451026,8,12.658452121053104,293
3.1147158885243953,7,9.800333254235838,237
4.442273821698273,9,12.967697540493868,297
4.3199248419178575,9,11.786564347816743,278
4.338475205037153,7,12.440315246073745,298
2.8564374988828245,5,10.680888087644956,240
4.523532193999049,7,12.642160404084418,293
4.342225314296313,9,12.761103866471364,292
5.834287562310429,12,15.793460084420456,362
3.032680804411543,6,8.378508817717151,194
3.1004355291620334,5,9.587712604570454,210
3.0881300990599208,6,9.223702083225053,205
4.321838423938193,9,12.560358260983337,291
4.329014533810872,7,12.578962580443163,288
4.423052302158121,9,14.459512908171083,339
4.3519467480592064,7,13.680326438160714,321
4.350102237406882,9,14.91008980137971,341
4.387627807603567,8,14.138688502442903,315
4.354684127362805,7,14.725526958192358,337
4.409043015805258,8,13.73331205110848,317
4.2882465596155805,8,14.883363105247286,338
4.528305876185969,8,13.514609118640045,314
2.00550176580102,4,8.941939074572742,209
3.20326085910095,7,11.313231621482139,256
1.8591676571081803,5,10.216881185454431,230
3.085740181493377,5,10.948179081714816,247
2.903638180562194,5,10.77044441530712,257
4.201163210825015,8,13.529326300422174,318
4.406124669488548,7,16.046293208174834,364
3.026096067061348,5,11.897721753875095,274
4.3785561831980955,9,14.185515000157865,327
1.891656843009107,4,9.356036066940257,209
1.901067191646243,5,8.578343615855257,199
2.923334981026741,5,12.266618993371708,285
2.9623858833657732,7,11.103565499928091,254
3.0027733006559876,6,11.80454401958751,282
3.746920796790376,5,12.217707797789728,280
3.657463363646088,6,12.435249433000784,282
1.5046781288218627,5,8.69688664808055,196
1.491274411310731,4,9.204322736676597,219
3.594744172267037,6,11.632850703613803,270
3.649416486866147,6,15.377514368944544,241
3.4692285086101533,5,11.47697048336007,257
3.604693562616622,5,16.52812462812471,268
2.40736669011701,3,8.00409169192463,186
2.002931883907262,4,10.298067806757897,231
1.8844065868110316,5,9.927835183946115,229
1.8888660857347475,3,10.932457592743019,239
2.394135631078248,3,7.969348588953967,184
1.9417015902623318,4,10.224154078398971,231
2.135349626007386,4,9.838076616702363,221
2.3164331590272504,5,9.795224405812665,218
1.984829999325051,5,9.389439454570175,214
2.1022514148040963,5,9.835851804895457,239
2.652919871494957,3,9.091733829402703,211
3.630694998946387,7,10.84244064670912,258
2.0184410857488775,5,10.010286812412442,236
3.738137613385888,6,10.976537293255294,263
3.6291742529843662,7,11.215401899583075,253
3.549666399153141,6,11.049923146844069,258
1.9965317217090597,3,10.100008171634569,226
3.7309216598154067,5,10.790192791932656,245
2.044635294347623,3,10.757803174525844,244
3.5174808400490627,5,11.407085836857888,251
3.7652284429316265,5,12.398581721593663,297
2.8389308203919823,7,11.102483455350464,257
3.614007241153536,7,11.674300265387968,257
2.833667299964486,5,10.946141329340938,256
3.7281130394422437,7,11.497169492049846,269
6.027018440835968,9,16.495899858975314,380
6.281131057893123,7,14.470841093807874,344
6.202529575284841,7,16.58776924277217,380
6.423783067238173,9,14.629948841396555,336
6.158674222660008,7,16.938438035229556,376
5.958195219306203,7,14.852735101879356,346
6.148916308954353,7,14.810252497877753,340
6.333660165236441,7,19.679151593866123,332
6.176368392237143,8,16.03799979287113,385
6.101359047344174,7,21.994604152890933,354
3.5682794113001988,5,12.168665443832968,279
3.4677227164933213,5,12.766665240384087,291
3.5796955209493686,6,11.529325158803697,267
3.299430745609361,7,11.654565330577672,269
3.6417646975727345,7,12.628727812654477,286
3.6510799263156586,7,11.051747793763708,259
3.5863603391774657,7,11.697594620099755,269
3.5005956255797606,5,10.685427434819921,240
6.148435811631988,7,12.65469769739816,304
6.188616453781095,8,12.540826726402912,289
6.211054179131521,8,16.71117198156577,383
6.162665188364285,7,14.969025370568751,339
6.290801155447137,8,12.055885543304374,273
5.9910471820009095,7,11.379198830312014,256
1.5015483079282281,4,8.06736447066943,175
1.3372328342350726,3,8.096858670120032,181
1.7171501003151914,5,8.71253495440935,210
1.9453487969694343,3,8.534453704259992,190
1.8365157219761021,5,7.2344028211696,192
1.448277983765111,5,7.737424265013983,178
1.406029278347551,4,7.113772026733876,165
2.570281596763143,5,9.0225525965345,201
3.485493221662218,6,12.066591170471776,283
3.730454349261348,6,16.121924278571335,269
2.4222912724113566,3,9.811834654490841,234
3.745640481563277,7,12.566673308567749,281
3.557941721474784,5,17.27505231871809,282
4.475007799631558,7,14.949900966705485,348
5.33905492260519,9,15.585821141046969,366
5.205015213401421,7,20.451273050835834,330
5.469647481689229,7,16.67008762864681,377
5.33873765087363,8,21.718751218039106,344
5.386567476231282,7,16.110391373944914,381
5.040751125214705,7,21.757145864465443,335
5.388338101034961,8,16.747621473755743,387
5.248000263029297,9,22.462699391891594,363
5.3648094265425765,8,16.52511813597494,381
5.211204942627497,8,21.44584816184955,344
5.199945889324138,7,16.349807192530466,377
5.247513064193817,9,22.847945742996103,363
4.808159456898006,9,18.536633251734028,410
6.020235264694831,8,18.573031472932986,431
6.092253610489185,7,25.908614051475578,415
4.772843022726717,9,18.38182142278809,418
5.93066202069525,9,18.78138348316021,434
5.820875180662038,7,25.81554689593437,420
2.5997959775249444,5,9.664572065490301,223
3.7307844714823246,6,10.49571407398236,249
3.515392210123535,5,14.340859280213948,227
2.43869920478579,3,8.571891190448735,199
1.8561414179971383,4,10.107508356655174,227
2.5145901374122603,3,8.031549901828924,180
2.3602709497015266,4,10.693248436180031,247
2.46056459780947,4,10.242298838300652,239
4.265068773560539,5,11.893208320159308,273
4.420775012094086,5,16.50819867005421,273
5.360512845181398,7,12.723733777733324,292
5.360081912182946,9,16.95994939228442,267
6.390774683003354,9,14.099698526797452,324
4.107664435447259,7,12.438805956068112,287
4.377255129626857,5,17.95074016328182,286
5.408874859584575,7,12.62045076692953,295
5.275118113736322,9,17.190918901756948,283
6.189827124576697,7,14.4377731883717,330
1.5806370828908283,3,8.032067746543708,173
1.3645929907258745,4,7.816535738007837,188
1.632806413049823,4,8.353683789672218,194
1.6273182393479486,4,7.945976664517745,183
1.2527653068635154,5,8.49555020842921,185
1.5378832962629212,3,8.065608533687701,174
1.3319887903759684,5,8.209302558044666,188
1.3427997003225516,3,7.6118473640585265,175
1.715252405552671,3,8.075738588025839,187
1.8786147415690317,4,7.993072202139685,173
1.369073943897345,5,8.175987980899052,193
1.4517587864948365,5,7.958843328874072,180
1.2648717655500632,4,6.776912447620591,158
1.2530497480401603,5,7.034273943380594,153
5.344426996085836,9,13.504472298191713,318
5.109146827556161,8,18.2885911161419,295
5.263176543725054,8,13.280439456781918,318
5.258810311456586,9,18.54839482997615,300
5.275840444519803,8,13.793877891000662,319
5.302304997086489,7,18.623503028305812,291
5.263819886510215,8,13.742025011679042,330
5.308335445618072,8,18.12918808195811,304
3.4333012297468977,6,12.540577093034551,288
3.6629745253450685,6,12.278657169994615,297
1.4316965845744294,5,8.21373193286884,196
1.3883062291643946,4,8.10883085098129,180
1.4365532167648787,4,8.901668412789288,218
3.576645022717747,7,10.135442670014275,233
2.2835583092028737,5,10.14663659697228,226
2.444373343373721,3,10.640345457704305,254
3.5969866519188676,5,10.467911733586792,229
3.535061373416424,6,14.477652227064526,233
2.3249010981569453,3,9.912018949217574,228
2.4389688475582836,5,9.786538468081801,232
3.547770421341684,6,10.488880533607507,241
3.7310430384490996,5,14.261773181352526,235
5.6797142827286615,9,13.039190871361468,283
3.6722997579899426,7,10.792199823095483,250
5.818991721930587,8,13.33233756474826,313
3.5702947979398316,7,11.050783264014015,244
3.621100189518299,6,14.855070666106533,236
3.424560096990164,6,10.701481782263087,236
3.6427823036814075,7,13.877221482639344,226
6.477275163929422,7,13.701067568110465,316
3.4974167467006247,6,11.866167926850364,282
3.645878180762299,5,16.740491920239418,272
2.3478097156889755,5,9.83844950837601,227
2.3576244931685144,5,10.269434881093835,225
3.5138254706257737,6,10.13021962137817,246
3.7648299520320805,6,14.551299031806687,236
3.467593456769362,6,11.362205894401459,256
5.715563471871433,7,12.558211705652553,298
5.612771004347765,7,13.041049811151302,291
6.523049823129203,9,14.228714777757023,312
6.429659595311384,7,14.002640841451589,315
3.4627268587338063,6,11.041106455839378,257
3.6514889742361456,7,10.415405513723721,231
5.707797626918446,8,12.653974805902077,290
3.6572059703167383,5,10.907160383412043,262
5.563285016785078,9,13.44046156023705,306
3.7556997989158396,6,11.153473746033232,251
3.763136959679826,5,14.40011884996057,237
3.5915596541097146,6,11.530244209840667,259
3.6072397846834203,7,15.699691436898979,248
3.5102785404307433,6,10.223061944870658,235
3.628703679516527,6,13.943938411434718,218
6.268024519231298,8,13.651930389247074,316
2.06689345750146,4,7.818124683500246,184
2.3374404971319027,5,8.557150998744637,206
2.291455399486816,4,8.771437848364084,210
1.8885026475102897,5,8.83631663323718,205
1.993006926771038,5,12.324387994048612,198
2.3840054749699493,5,9.148922061944077,212
2.304530535385189,5,8.656188928544777,203
1.4482322353950325,4,7.243377766580125,173
1.4423206827441715,5,7.559313018678645,168
5.735707469041041,7,14.545416061046213,340
3.7494138935204924,7,12.16405248805428,278
3.7961739180306884,7,15.770319102611348,247
3.480328742776144,7,11.666857430383244,269
3.511929617473266,6,16.285379252822473,257
2.3865477186064887,4,11.104032009514778,267
3.759648483243661,7,12.504427818024247,290
3.640392683370134,5,11.912265007992554,276
3.5018502779722196,6,16.275131822725054,263
1.350254716775032,5,7.684190146859924,181
1.495001876437031,3,7.757418149188273,167
1.3933842761110122,5,7.587955704312183,183
1.4836011657006418,5,7.2600887820296585,165
1.4531696967418186,5,7.830088925298827,174
1.5352048285737965,5,8.001809399347131,183
1.5258103903213693,4,6.833651064697268,150
1.3345343734047888,4,7.876740330741429,182
1.4117019641576527,4,8.758321618710253,198
1.4855669886665055,3,8.439408168819115,193
1.9231651361023352,4,6.124207885231983,149
4.4728120278420755,8,16.34017557836352,374
4.671806212954512,8,21.852079428327112,348
5.335164983886332,8,17.11410076501939,397
5.593504688144531,9,22.281742607897755,361
4.317066966094224,7,16.92489234053249,384
4.462507483390962,9,23.06310327719034,372
6.966052094527593,10,21.344096957135065,491
5.584521345695402,9,18.51367423074202,424
5.318198983618567,9,23.987918225668444,376
2.097520474750613,4,9.753546907818901,224
3.4099470224463486,6,10.510124140947088,250
3.555613619405116,5,11.645351446810654,260
3.5898508518643033,5,12.286079525123316,282
1.5875050918401785,4,9.068793136652857,210
2.083950959935118,3,9.545915768943045,216
2.5130691052705414,3,9.16458527837301,218
1.7112312772637892,3,8.90488430233255,210
2.1145089739748477,4,9.778383747050569,228
5.318194591907138,9,16.051110361665163,371
5.342360549923575,7,21.645570703807902,351
2.0935968281475406,3,10.33824364790451,226
3.531554282717399,6,12.709095198606205,296
3.3937834266106632,5,12.082977352976508,269
3.391789804071743,5,15.67583587623473,254
3.400461870238598,7,12.801185899341833,289
3.709863518643045,5,16.629438229414372,265
3.5752935084331554,7,12.364072817321995,291
3.522405169701332,5,12.730200649697258,290
6.101490723680727,9,15.56534845775477,366
3.5718321671260167,5,13.737427020910152,317
3.4563402736696838,5,13.458868445836508,313
5.942642706685561,7,17.570658316285268,400
3.607317176278972,5,12.145280992809997,284
3.5994832465224724,7,16.271413662075854,268
3.628458090476258,5,12.483710359006373,283
3.7067174405124383,5,16.4201333850663,261
5.082889457259937,9,14.466042623153253,335
5.072810468942257,8,19.62748935546517,321
5.010650285426558,9,14.72468867735837,331
4.971038359977964,9,19.709060178875305,312
3.6142661573925228,7,13.700238709819056,307
3.7792122393457044,5,17.925138387708778,289
3.737222229133007,5,13.382665869963443,306
3.770651937355739,6,17.7875903285577,280
4.655205327638629,7,14.847527870587394,340
4.986966928766479,8,19.822701455458244,325
5.002977575401272,8,14.952595137425124,340
4.880587498610873,8,19.97525858855011,325
6.067970968510861,7,18.060602638070055,419
1.5938253959127968,4,7.413064265993603,166
1.63521564322931,3,7.230646625400073,178
0.9656674184612813,3,6.378150243656807,160
1.5326327362010634,3,6.797125003272574,158
1.6302972142258756,5,7.893470235761591,185
3.4693155852565423,6,11.643214632315772,264
3.5684846948974043,6,11.689431710216036,273
3.5598958851799964,7,12.568157977007221,297
1.90711337304441,5,9.024523324449733,210
2.0223218748769174,4,7.703078634323325,184
2.062167551031214,5,10.324292609381576,168
2.0941250589282023,4,7.810452492593747,182
2.05056261981585,3,10.486658194832478,158
1.9009009325168127,4,8.095165115693328,187
2.18504407098308,5,10.717991124915747,165
2.0216904168199696,3,7.158724377821825,160
1.9953696930661715,4,9.769143674523916,165
1.3911518926850797,5,8.35441489920196,195
1.55267044332973,5,8.142672995003528,186
2.0255705789877387,3,8.851555873668651,206
2.529589048244867,4,8.958111931139472,201
1.6103959024971304,4,8.051621187149685,187
1.937160524389199,5,9.510642252744061,217
1.970841486854196,3,5.693896702603227,124
3.6671410451744553,7,10.345175031874696,229
3.6893888336036715,7,10.62596571153973,239
4.865891468222103,7,11.59307959492672,261
5.042930670238338,8,13.091418600886847,295
5.726655019560777,9,13.296370317445634,307
3.4840357345210737,5,10.414919753815393,245
2.1381416731659098,5,9.07955132676758,203
3.3542698562001094,6,11.671329347616986,272
3.4137657670622907,6,10.384346583798429,226
3.563364464168876,5,13.77941479882844,239
3.413792982479707,7,11.233356974291757,256
3.738000828484762,5,15.883535726403228,248
1.4836724868637523,4,9.47283243856689,221
2.5303222820103297,4,10.05233177224001,237
1.5543276883636015,4,9.861297675603279,239
2.6455429723010457,5,9.843935614444826,242
3.5477327514761843,5,12.157692153545547,274
3.5646245247187993,5,13.326576480034783,290
4.360573499696683,7,15.456675259617164,352
5.326180190780561,9,15.661765288384172,362
5.373777754752023,8,20.847318146888657,342
5.290057014972907,7,16.564575575614448,377
5.365249055228188,9,21.8214240372876,347
5.212974467302723,9,16.722548801936103,387
5.3076209168723345,7,21.323727355708577,350
5.233923903115894,7,16.359668018331572,382
5.285501929207886,7,22.88900029748249,367
5.14042021085509,7,16.524692593752064,380
5.244963112737838,7,21.38231084483967,347
5.415921047855628,9,16.424325148170897,372
5.312512571004232,8,22.946552554576556,359
4.826587898290581,8,17.94150728300312,409
6.067861712305343,8,18.93763066947227,424
5.936919190705082,7,25.90812149057167,412
4.697736204302362,7,17.99090455589968,417
5.976294090289066,7,18.508135042324,437
5.946207733531558,7,25.629587563620856,420
4.336014014348875,5,11.231797592350548,282
4.39023279197262,6,16.67951234203391,262
5.445475147614151,7,12.681440627720313,299
5.366055706528436,7,16.658387321794176,280
6.270325652832904,7,14.308588621573655,314
4.049614153341911,7,12.42406088851148,290
4.214222490002711,5,17.747588958749166,286
5.4657128094900616,8,13.005209482146494,309
5.239854587320841,9,17.433385126301282,274
6.345309978098346,9,14.27032241462582,327
2.645155486809522,4,9.305972580304575,219
3.4380092349274194,5,12.254561063560725,278
3.6929547801319185,5,16.25212222116996,258
2.446282654800121,4,10.48001325915302,227
3.6224742919693487,5,12.548594312201953,298
3.5514228323629284,5,17.00150485446404,270
5.354432298193301,7,13.68342873569994,317
5.396121588907837,9,18.224118780054003,288
5.262368334172087,9,13.628544283586711,324
5.123630782960479,7,18.43656304379731,289
6.158993505753419,8,14.88412619311522,335
6.195961120209652,9,19.989008086165878,319
6.20883828918258,7,16.336246414047377,382
6.066240144791506,8,21.93189829070094,354
5.3297045955562865,7,13.55811531871669,312
5.2350774403939155,7,18.527532091928926,291
5.371237105960412,9,13.604363270212266,318
5.02757609410541,7,18.1293791407989,295
2.821535187938932,3,8.02489365291036,188
2.3751285734486114,5,8.042071490116465,193
2.70522855111977,5,8.51585101103531,199
3.505161199994139,5,8.895173267366827,204
3.4386658958880023,7,9.751222035181476,223
3.5451857542932204,5,10.547668287832593,254
2.0092295161774674,3,4.836305783456883,112
1.8958090065527513,5,6.943558915610645,167
1.746552628082354,4,7.077038557675856,159
2.016270995888804,5,7.279981723150613,165
3.4750566837107657,7,10.590516181245063,250
2.4316107949816153,5,9.091631288303995,208
2.6933963779307533,5,9.181684987747222,218
1.4372748785154459,3,6.192895559013648,146
1.3924441094909044,4,6.5655206802110015,159
1.4456224065105105,5,7.799319106163697,177
1.3842178444685276,3,7.928649743655583,179
3.639510154280524,7,10.289989342936039,244
3.5364664038132414,5,10.613886018838569,249
2.0162449527092576,5,8.235248669947778,208
2.455850839643541,5,9.611183026101408,221
1.453443239570992,3,6.061379587860672,132
3.477511394747593,7,10.386785174781293,250
3.5668569006601443,6,10.51618704969946,242
3.31875855184842,6,9.95169768223068,234
3.407698106119732,7,10.652020807678587,236
3.574453753714006,7,11.158508394177067,256
3.830819072687772,6,11.505130047853802,260
2.420484901795375,3,9.293296268931146,211
2.361600116440155,3,10.081974271824707,230
3.3934631174726566,7,10.263811281667191,243
1.7928931005329436,5,8.131577929163766,189
5.878194518944338,13,15.756142112130897,361
5.752329973391557,12,15.625291556890335,364
4.450402454517016,7,14.655255553656119,334
4.524861945984338,7,15.711069985280526,357
4.567856166933,9,14.65272567347127,342
4.659380615920169,8,15.595337392175603,357
6.018974186668048,13,15.725418279479516,352
1.9702461131060574,5,8.611674349763016,207
2.0734877140642474,3,9.830100308621377,217
2.0367431059092294,3,9.440762562555454,213
1.9740970284652726,4,10.128505751829941,224
2.1330479066911323,3,10.014258662908738,230
1.7793592458709342,5,9.38449083540264,214
2.1498273590357555,4,9.980647200076087,236
3.0427129520742087,5,10.755276555666708,253
3.1666483841377584,7,7.895639256432606,214
3.0192675829291313,6,11.490737981896267,268
3.108283873189665,6,7.937668517952379,221
3.1901162558111844,5,10.834202377262551,257
3.971440360647768,7,11.285242718635011,260
2.9993268236983885,5,8.400034915607085,226
2.94261433670198,5,11.40085196372418,253
4.141595338145677,7,12.357966022374463,291
6.339156841290264,13,15.479348150129423,365
3.0250839420095987,6,8.177787112964204,230
2.0817722672512557,4,10.746303375626189,247
2.089589772154362,4,10.576323661905732,241
2.9943550785823887,7,11.553919184228201,245
3.002401724724515,5,9.00448198860576,250
2.001453842983314,3,9.016038377457898,213
3.1437085782855667,6,13.42612299308259,297
2.9539574090227214,5,10.880417385558827,297
4.230629356162514,7,14.364380300197194,333
4.255415604707993,9,17.89805050964339,408
5.2230369010206745,10,15.090628549813543,348
5.253632550167372,10,17.882403469801275,412
4.200865242432681,8,14.734605331740365,342
4.401239528173598,7,17.92532622415749,410
5.203520197500114,11,14.873702202810001,352
5.078737407040955,11,18.06953366833189,401
4.279147743363066,7,13.35803782661528,312
4.337727848277023,8,13.28048401056257,303
3.8940573014880564,9,12.532685651504208,290
3.0313107044449996,5,11.529171777458352,266
2.9253312008613426,5,12.351835660017379,292
2.958183536682456,5,11.33811228127497,264
3.194317838957463,7,12.379465671248129,278
2.9531135348704862,6,12.083261924096888,270
3.913731901658604,9,12.048173434863942,278
4.0154738684458415,9,12.243161495373725,275
3.87683726301295,8,13.159637213957298,296
3.257166417762649,6,12.277851952008223,300
2.0006228380815863,5,9.400047771181484,205
1.977742871871713,5,9.428614433517856,208
2.0010699476762976,3,10.31911578399542,233
1.9774275508018786,5,10.182896340615102,236
3.8524301629398705,9,13.573835967867735,316
6.064534591443169,12,15.472430832728769,355
4.161480744657125,9,13.933017463653535,330
6.005157690793541,11,16.66259597705123,380
6.072412546866877,12,16.46834759928571,378
6.029190740805965,13,16.679733484906038,381
6.7654790342491,7,18.501401741182804,440
1.7443502998896885,5,8.193280719157201,201
1.8972841786512786,3,9.033701576471522,191
1.929623618696508,3,8.767017399332847,200
1.9012353832612356,3,6.732704532271493,180
1.8270590399412376,4,6.659443132059465,176
2.1887664177057222,5,8.727238998198336,201
1.9848482452029568,5,8.697952465059053,197
2.0568268512516754,3,9.073806213946167,201
2.0361445473443305,5,9.061337524586174,205
1.8677927650227846,3,9.06238361084374,219
3.013167139156694,7,9.386289653124445,219
3.241342353526498,7,10.143520320200057,232
2.998504082744904,7,10.332435278450587,228
3.2288397306899648,7,10.551017884199865,236
3.125890476234721,6,10.120858195131275,233
2.041676953993105,4,8.410321841689901,195
1.9324131120085781,5,8.718412917875295,201
2.0171909989039007,4,8.790909477485927,207
2.925056110199816,6,9.366008740662917,219
3.0207123488967187,7,9.776057758698917,226
2.9721019004208085,6,9.869169984471839,224
2.9370140627518286,6,10.516853441104905,231
1.811319384555182,4,8.723160983775642,203
2.0873363292996587,5,9.255989824836698,201
2.9393716867994377,7,7.938805753305272,211
2.994784466124831,5,10.138081063302119,236
3.0680071933226,5,10.441344952487855,245
4.444650695889821,9,12.433228410156998,284
4.426445793733526,8,12.610332442112037,294
2.9554027172654505,7,9.884223724598002,229
4.374883706155867,8,12.62352223816486,290
4.350869574920165,9,11.813636241746016,279
4.5026095551926355,7,12.658144442387789,281
2.999535563387955,6,10.76717721201691,252
4.345037239529464,8,13.070995498764853,288
4.394180488517522,8,12.812057995835065,293
6.157963445962586,11,15.619323943880412,348
3.0503064233805004,7,8.382799162949134,191
3.1679672742125597,6,9.220455809952263,210
2.9507292639265206,7,9.301357106149199,205
4.559453614806353,8,12.733163106787662,291
4.420110164467133,7,12.919658160225174,294
4.391257930589362,7,14.573579764222492,337
4.371718936858754,7,14.029719400322485,318
4.189192810310434,9,14.605099073110178,333
4.475138749920162,9,13.6654303932981,312
4.303094289978018,9,15.045354115109825,334
4.481640428179393,9,13.486051855112233,311
4.4022028784455856,8,14.642128664544677,345
4.530177667431073,7,14.02211481029313,306
2.2607148935657024,4,8.82119920126036,203
3.003722541278581,5,11.671066928072724,260
1.8237467827647247,4,10.03125568345293,234
3.0795585458976307,5,10.801536675918404,242
3.0389295467686037,5,11.322218455414681,261
4.357687545201012,9,13.881594445181568,328
4.58364945759191,9,15.947975357833073,370
2.925512555516061,6,11.698883982187805,274
4.432497986202862,7,13.89834349392022,324
2.070486192441075,5,9.012574709647701,211
1.928279844294929,3,8.692783772984916,200
3.0989375498690417,6,12.451057972674649,277
2.9792166180008155,6,11.181041252728871,246
3.1633352635818497,6,11.94009813422631,264
3.5831699123727123,5,12.407573791581346,286
3.593247096571696,5,12.539225955677193,292
1.5284002815846576,5,8.47528157790384,196
1.3019212320821605,3,9.176589093701375,213
3.6173500693373204,6,11.748860686719496,269
3.8664764697263316,6,15.079714677758211,252
3.73409871994838,7,11.539087162306618,260
3.719521226114787,5,16.853843736561945,269
2.5140631369585864,5,8.308605406451344,180
1.8700114680737856,5,9.798083209940602,231
1.9812705616874398,3,9.868982260790586,227
1.9085904761886074,4,10.889609471074781,249
2.2593483489045605,3,8.363009129108272,184
1.8134839066269222,4,9.869797456989959,229
2.04569170313591,5,9.950267491168441,225
2.401725638399427,3,9.511883584936324,223
1.9702680222540268,5,9.600225985114106,212
1.9945055988426814,5,10.117881222842103,235
2.2705939103886634,5,9.03920976494055,210
3.720293189607694,6,10.918473808598412,248
2.038033684175607,3,10.074977097904835,240
3.654712322074057,7,11.24388101172913,256
3.6906402587165306,6,11.083522068231973,255
3.554693806819719,7,11.407453565862792,260
1.9838773744100846,3,10.005273115080085,228
3.82423879649667,5,11.039748842211795,248
2.073458346985022,4,10.874720676229048,241
3.643009029851061,6,10.912889872419003,258
3.5186607820447757,7,12.938552422396244,290
3.0843799096992592,5,10.886988827872397,250
3.7981095843147217,5,11.326224283079993,249
3.0873778822562348,6,11.03073154020091,250
3.697496290323512,7,11.48770070710345,271
6.180662485106722,9,16.576275028281515,384
6.159916472355594,8,15.090675719642919,344
6.17584774538227,8,16.59319679980986,387
6.168079483431055,9,14.99508120812322,339
6.421194922866211,7,16.428450547400626,385
6.1236879568554805,7,14.85066783481001,338
6.096098795901388,7,14.669336043481126,343
6.127814194519718,9,20.088760904345083,316
6.066486986122246,8,16.532454800036056,379
6.260623204508555,8,21.757255524964332,348
